"Image","Condition","Mantle SKU","Product Name","Short Code","Rarity","Card Type","Card Number","Product Line","Foil"
https://images.pokemontcg.io/cel25/24_hires.png,Near Mint,PKM-cel25-24-NM,Professor's Research (Professor Oak),cel25-24,Rare Ultra,,"24",Pokemon,
https://images.pokemontcg.io/ecard1/134_hires.png,Near Mint Foil,PKM-ecard1-134-NM-F,Totodile,ecard1-134,Common,,"134",Pokemon,
https://images.pokemontcg.io/ecard1/156_hires.png,Near Mint Foil,PKM-ecard1-156-NM-F,Potion,ecard1-156,Common,,"156",Pokemon,
https://images.pokemontcg.io/ecard1/156_hires.png,Near Mint,PKM-ecard1-156-NM,Potion,ecard1-156,Common,,"156",Pokemon,
https://images.pokemontcg.io/ecard1/125_hires.png,Near Mint Foil,PKM-ecard1-125-NM-F,Poliwag,ecard1-125,Common,,"125",Pokemon,
https://images.pokemontcg.io/sm1/122_hires.png,Near Mint Foil,PKM-sm1-122-NM-F,Lillie,sm1-122,Uncommon,,"122",Pokemon,
https://images.pokemontcg.io/sm1/102_hires.png,Near Mint Foil,PKM-sm1-102-NM-F,Spinda,sm1-102,Uncommon,,"102",Pokemon,
https://images.pokemontcg.io/sm1/102_hires.png,Near Mint,PKM-sm1-102-NM,Spinda,sm1-102,Uncommon,,"102",Pokemon,
https://images.pokemontcg.io/cel25/23_hires.png,Near Mint Foil,PKM-cel25-23-NM-F,Professor's Research (Professor Oak),cel25-23,Rare Holo,,"23",Pokemon,
https://images.pokemontcg.io/cel25/23_hires.png,Near Mint,PKM-cel25-23-NM,Professor's Research (Professor Oak),cel25-23,Rare Holo,,"23",Pokemon,
https://images.pokemontcg.io/ecard1/154_hires.png,Near Mint,PKM-ecard1-154-NM,Full Heal,ecard1-154,Common,,"154",Pokemon,
https://images.pokemontcg.io/ecard1/157_hires.png,Near Mint,PKM-ecard1-157-NM,Switch,ecard1-157,Common,,"157",Pokemon,
https://images.pokemontcg.io/bw1/92_hires.png,Near Mint Foil,PKM-bw1-92-NM-F,Energy Retrieval,bw1-92,Uncommon,,"92",Pokemon,
https://images.pokemontcg.io/bw1/92_hires.png,Near Mint,PKM-bw1-92-NM,Energy Retrieval,bw1-92,Uncommon,,"92",Pokemon,
https://images.pokemontcg.io/ex5/102_hires.png,Near Mint,PKM-ex5-102-NM,Groudon,ex5-102,Rare Secret,,"102",Pokemon,
https://images.pokemontcg.io/ex5/102_hires.png,Near Mint Foil,PKM-ex5-102-NM-F,Groudon,ex5-102,Rare Secret,,"102",Pokemon,
https://images.pokemontcg.io/bw1/94_hires.png,Near Mint,PKM-bw1-94-NM,Energy Switch,bw1-94,Uncommon,,"94",Pokemon,
https://images.pokemontcg.io/bw1/94_hires.png,Near Mint Foil,PKM-bw1-94-NM-F,Energy Switch,bw1-94,Uncommon,,"94",Pokemon,
https://images.pokemontcg.io/ecard1/131_hires.png,Near Mint,PKM-ecard1-131-NM,Squirtle,ecard1-131,Common,,"131",Pokemon,
https://images.pokemontcg.io/ecard1/131_hires.png,Near Mint Foil,PKM-ecard1-131-NM-F,Squirtle,ecard1-131,Common,,"131",Pokemon,
https://images.pokemontcg.io/ecard1/135_hires.png,Near Mint,PKM-ecard1-135-NM,Totodile,ecard1-135,Common,,"135",Pokemon,
https://images.pokemontcg.io/ecard1/135_hires.png,Near Mint Foil,PKM-ecard1-135-NM-F,Totodile,ecard1-135,Common,,"135",Pokemon,
https://images.pokemontcg.io/ecard1/133_hires.png,Near Mint,PKM-ecard1-133-NM,Tauros,ecard1-133,Common,,"133",Pokemon,
https://images.pokemontcg.io/ecard1/133_hires.png,Near Mint Foil,PKM-ecard1-133-NM-F,Tauros,ecard1-133,Common,,"133",Pokemon,
https://images.pokemontcg.io/ecard1/136_hires.png,Near Mint,PKM-ecard1-136-NM,Vulpix,ecard1-136,Common,,"136",Pokemon,
https://images.pokemontcg.io/bw1/95_hires.png,Near Mint Foil,PKM-bw1-95-NM-F,Full Heal,bw1-95,Uncommon,,"95",Pokemon,
https://images.pokemontcg.io/bw1/95_hires.png,Near Mint,PKM-bw1-95-NM,Full Heal,bw1-95,Uncommon,,"95",Pokemon,
https://images.pokemontcg.io/bw1/101_hires.png,Near Mint Foil,PKM-bw1-101-NM-F,Professor Juniper,bw1-101,Uncommon,,"101",Pokemon,
https://images.pokemontcg.io/bw1/101_hires.png,Near Mint,PKM-bw1-101-NM,Professor Juniper,bw1-101,Uncommon,,"101",Pokemon,
https://images.pokemontcg.io/np/symbol.png,Near Mint Foil,PKM-np-7-NM-F,Treecko,np-7,"",,,Pokemon,
https://images.pokemontcg.io/bw1/111_hires.png,Near Mint,PKM-bw1-111-NM,Darkness Energy,bw1-111,Common,,"111",Pokemon,
https://images.pokemontcg.io/bw1/105_hires.png,Near Mint,PKM-bw1-105-NM,Grass Energy,bw1-105,Common,,"105",Pokemon,
https://images.pokemontcg.io/bw1/112_hires.png,Near Mint Foil,PKM-bw1-112-NM-F,Metal Energy,bw1-112,Common,,"112",Pokemon,
https://images.pokemontcg.io/bw1/112_hires.png,Near Mint,PKM-bw1-112-NM,Metal Energy,bw1-112,Common,,"112",Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-42-NM-F,Barraskewda,swsh4-42,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-42-NM,Barraskewda,swsh4-42,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-39-NM-F,Drednaw,swsh4-39,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-39-NM,Drednaw,swsh4-39,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-41-NM-F,Arrokuda,swsh4-41,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-41-NM,Arrokuda,swsh4-41,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-40-NM,Cramorant,swsh4-40,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-40-NM-F,Cramorant,swsh4-40,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-13-NM,Nincada,swsh4-13,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-13-NM-F,Nincada,swsh4-13,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-6-NM,Yanma,swsh4-6,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-3-NM-F,Beedrill,swsh4-3,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-3-NM,Beedrill,swsh4-3,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-7-NM-F,Yanmega,swsh4-7,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-14-NM,Ninjask,swsh4-14,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-14-NM-F,Ninjask,swsh4-14,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-7-NM,Yanmega,swsh4-7,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-11-NM-F,Nuzleaf,swsh4-11,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-20-NM,Orbeetle V,swsh4-20,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-20-NM-F,Orbeetle V,swsh4-20,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-15-NM,Shaymin,swsh4-15,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-15-NM-F,Shaymin,swsh4-15,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-2-NM,Kakuna,swsh4-2,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-12-NM-F,Shiftry,swsh4-12,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-2-NM-F,Kakuna,swsh4-2,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-4-NM-F,Exeggcute,swsh4-4,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-4-NM,Exeggcute,swsh4-4,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-12-NM,Shiftry,swsh4-12,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-11-NM,Nuzleaf,swsh4-11,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-1-NM-F,Weedle,swsh4-1,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-1-NM,Weedle,swsh4-1,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-8-NM,Pineco,swsh4-8,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-8-NM-F,Pineco,swsh4-8,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-10-NM-F,Seedot,swsh4-10,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-9-NM,Celebi,swsh4-9,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-10-NM,Seedot,swsh4-10,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-9-NM-F,Celebi,swsh4-9,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-5-NM,Exeggutor,swsh4-5,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-5-NM-F,Exeggutor,swsh4-5,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-16-NM-F,Genesect,swsh4-16,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-16-NM,Genesect,swsh4-16,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-6-NM-F,Yanma,swsh4-6,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-33-NM,Oshawott,swsh4-33,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-18-NM,Gogoat,swsh4-18,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-18-NM-F,Gogoat,swsh4-18,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-28-NM,Magcargo,swsh4-28,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-28-NM-F,Magcargo,swsh4-28,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-35-NM,Samurott,swsh4-35,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-35-NM-F,Samurott,swsh4-35,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-33-NM-F,Oshawott,swsh4-33,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-34-NM-F,Dewott,swsh4-34,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-34-NM,Dewott,swsh4-34,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-24-NM-F,Charmeleon,swsh4-24,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-24-NM,Charmeleon,swsh4-24,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-32-NM,Wailord,swsh4-32,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-32-NM-F,Wailord,swsh4-32,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-19-NM-F,Dhelmise,swsh4-19,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-26-NM-F,Flareon,swsh4-26,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-26-NM,Flareon,swsh4-26,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-19-NM,Dhelmise,swsh4-19,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-36-NM-F,Galarian Darmanitan V,swsh4-36,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-36-NM,Galarian Darmanitan V,swsh4-36,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-25-NM,Charizard,swsh4-25,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-25-NM-F,Charizard,swsh4-25,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-29-NM-F,Talonflame V,swsh4-29,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-29-NM,Talonflame V,swsh4-29,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-27-NM,Slugma,swsh4-27,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-27-NM-F,Slugma,swsh4-27,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-17-NM-F,Skiddo,swsh4-17,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-17-NM,Skiddo,swsh4-17,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-22-NM-F,Zarude V,swsh4-22,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-22-NM,Zarude V,swsh4-22,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-37-NM,Galarian Darmanitan VMAX,swsh4-37,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-30-NM,Vaporeon,swsh4-30,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-30-NM-F,Vaporeon,swsh4-30,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-23-NM,Charmander,swsh4-23,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-38-NM-F,Chewtle,swsh4-38,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-37-NM-F,Galarian Darmanitan VMAX,swsh4-37,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-21-NM,Orbeetle VMAX,swsh4-21,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-21-NM-F,Orbeetle VMAX,swsh4-21,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-23-NM-F,Charmander,swsh4-23,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-31-NM,Wailmer,swsh4-31,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint Foil,PKM-swsh4-31-NM-F,Wailmer,swsh4-31,"",,,Pokemon,
https://images.pokemontcg.io/swsh4/symbol.png,Near Mint,PKM-swsh4-38-NM,Chewtle,swsh4-38,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-40-NM,Liepard,swsh35-40,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-40-NM-F,Liepard,swsh35-40,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-43-NM,Trubbish,swsh35-43,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-43-NM-F,Trubbish,swsh35-43,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-34-NM-F,Arbok,swsh35-34,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-34-NM,Arbok,swsh35-34,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-25-NM-F,Machoke,swsh35-25,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-25-NM,Machoke,swsh35-25,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-23-NM,Alcremie VMAX,swsh35-23,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-23-NM-F,Alcremie VMAX,swsh35-23,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-31-NM-F,Rolycoly,swsh35-31,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-31-NM,Rolycoly,swsh35-31,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-38-NM-F,Absol,swsh35-38,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-38-NM,Absol,swsh35-38,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-39-NM,Purrloin,swsh35-39,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-39-NM-F,Purrloin,swsh35-39,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-30-NM-F,Lycanroc,swsh35-30,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-30-NM,Lycanroc,swsh35-30,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-27-NM,Lucario V,swsh35-27,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-27-NM-F,Lucario V,swsh35-27,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-29-NM,Rockruff,swsh35-29,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-29-NM-F,Rockruff,swsh35-29,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-41-NM,Scraggy,swsh35-41,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-41-NM-F,Scraggy,swsh35-41,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-26-NM,Machamp,swsh35-26,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-32-NM-F,Grapploct V,swsh35-32,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-42-NM,Scrafty,swsh35-42,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-42-NM-F,Scrafty,swsh35-42,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-37-NM-F,Galarian Obstagoon,swsh35-37,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-37-NM,Galarian Obstagoon,swsh35-37,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-32-NM,Grapploct V,swsh35-32,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-33-NM,Ekans,swsh35-33,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-33-NM-F,Ekans,swsh35-33,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-28-NM-F,Zygarde,swsh35-28,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-28-NM,Zygarde,swsh35-28,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-26-NM-F,Machamp,swsh35-26,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-44-NM,Inkay,swsh35-44,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-36-NM,Galarian Linoone,swsh35-36,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-36-NM-F,Galarian Linoone,swsh35-36,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-44-NM-F,Inkay,swsh35-44,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-35-NM-F,Galarian Zigzagoon,swsh35-35,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-35-NM,Galarian Zigzagoon,swsh35-35,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-45-NM,Malamar,swsh35-45,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-45-NM-F,Malamar,swsh35-45,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-47-NM-F,Duraludon V,swsh35-47,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-47-NM,Duraludon V,swsh35-47,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-46-NM,Nickit,swsh35-46,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-46-NM-F,Nickit,swsh35-46,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-14-NM-F,Drednaw V,swsh35-14,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-14-NM,Drednaw V,swsh35-14,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-17-NM-F,Gardevoir VMAX,swsh35-17,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-17-NM,Gardevoir VMAX,swsh35-17,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-3-NM-F,Kakuna,swsh35-3,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-3-NM,Kakuna,swsh35-3,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-15-NM-F,Drednaw VMAX,swsh35-15,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-15-NM,Drednaw VMAX,swsh35-15,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-12-NM,Sharpedo,swsh35-12,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-12-NM-F,Sharpedo,swsh35-12,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-19-NM,Hattrem,swsh35-19,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-16-NM,Gardevoir V,swsh35-16,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-16-NM-F,Gardevoir V,swsh35-16,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-19-NM-F,Hattrem,swsh35-19,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-22-NM,Alcremie V,swsh35-22,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-22-NM-F,Alcremie V,swsh35-22,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-10-NM,Centiskorch,swsh35-10,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-10-NM-F,Centiskorch,swsh35-10,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-11-NM-F,Carvanha,swsh35-11,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-9-NM,Sizzlipede,swsh35-9,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-9-NM-F,Sizzlipede,swsh35-9,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-20-NM,Hatterene,swsh35-20,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-11-NM,Carvanha,swsh35-11,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-24-NM,Machop,swsh35-24,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-24-NM-F,Machop,swsh35-24,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-13-NM,Wailord V,swsh35-13,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint Foil,PKM-swsh35-13-NM-F,Wailord V,swsh35-13,"",,,Pokemon,
https://images.pokemontcg.io/swsh35/symbol.png,Near Mint,PKM-swsh35-5-NM,Eldegoss V,swsh35-5,"",,,Pokemon,
